phonemes,graphemes
dēsȯrb,desorb
diskəs,discus
pantrēmən,pantryman
sȯilij,soilage
wistlə̇s,wistless
estridē,oestridae
prōkäntsəl,proconsul
mōldē,moldy
mȯrtəfīər,mortifier
pelək,pellock
therəfōsədē,theraphosidae
kȯrtikōtrōpən,corticotropin
fisədē,physidae
ədvenchərəs,adventurous
päschəməs,posthumous
dȯgbān,dogbane
flatland,flatland
prizᵊnmənt,prisonment
äkwənȯt,aquanaut
bigōnēāsēē,begoniaceae
sənset,sunset
lāk,laik
yärbərə,yarborough
apəmikt,apomict
rōmantəsīz,romanticize
ənäməlistik,anomalistic
bēvərbȯrd,beaverboard
gənkätᵊn,guncotton
āpəkəlchər,apiculture
shistȯrəkəs,schistorrhachis
inrən,inrun
vōtrəs,votress
trinəterēən,trinitarian
piläf,pilaf
lībāshən,libation
sachərēyə,satureia
prəpishēəbəl,propitiable
flȯrəd,florid
ikseptər,accepter
īsōvalərāt,isovalerate
kənēsētherəpē,kinesitherapy
terəbə̇nthāsēē,terebinthaceae
prənau̇ntst,pronounced
nāmləs,nameless
kərizəm,slackerism
sasəlīt,sassolite
hedlīn,headline
latətüdənerēən,latitudinarian
ȯrfəsizəm,orphicism
näjələs,nodulus
spāsēnə̇s,spaciness
lāmənīt,lamanite
nänmentᵊl,nonmental
kau̇ən,cowan
ekärd,echard
müvēdəm,moviedom
mäḵē,mochy
səbhed,subhead
idēəlekt,idiolect
dridər,dridder
sə̇nēsēt,synoecete
vech,vetch
hālstōn,hailstone
cherwu̇mən,chairwoman
zēbü,zebu
intaŋgəlmənt,entanglement
mäkēə,macchia
lädəjēzēə,loddigesia
hīpəkəndrīəsəs,hypochondriasis
məlisēōs,mollisiose
peg,peg
makrəpädədē,macropodidae
kapselə,capsella
tintiŋ,tinting
streptōtrīkōsəs,streptotrichosis
kōⁿzhā,congé
bīferēəs,bifarious
platətüdənīz,platitudinize
frakshən,fraction
ləfätrəkəs,lophotrichous
yükər,euchre
kām,came
frēmən,freeman
ənswētᵊnd,unsweetened
əfākik,aphakic
deprikāt,deprecate
präfətəbəl,profitable
ərksəm,irksome
ligalətē,legality
tōtᵊlizəm,totalism
nēəmīsᵊn,neomycin
lärsnē,larceny
ənəpēləbəl,unappealable
dēləstər,deluster
amənāt,aminate
chirz,cheers
dyübənā,dubonnet
əkyüzd,accused
hīmənēəl,hymeneal
lithətrītər,lithotritor
manər,manor
fau̇ndliŋ,foundling
smärmē,smarmy
despərətlē,desperately
bäg,bog
primyer,premiere
myüsedᵊnāshəs,mucedinaceous
mōhel,mohel
äzhu̇r,ajour
intərlinēər,interlinear
megōm,megohm
bladərē,bladdery
kantsərfōbēə,cancerphobia
briskən,brisken
sərpēərīt,serpierite
drüp,droop
həräptər,horopter
iŋgəl,ingle
pikət,picket
sə̇ntalətē,syntality
teləprintər,teleprinter
anthräpənim,anthroponym
rēkənȯitər,reconnoiter
empəthetik,empathetic
dȯryärd,dooryard
əpnə̇s,upness
invəlüt,involute
kük,kook
kōrekwəzət,corequisite
slōgənīz,sloganize
klōvərlēf,cloverleaf
ōvədyükəl,oviducal
jentəsə̇n,gentisin
ləmbāgō,lumbago
əlethik,alethic
pīələplastē,pyeloplasty
ansəläsərəs,ancyloceras
festənāt,festinate
miləlētər,milliliter
pȯrkyəpīn,porcupine
wilbərīt,wilburite
inkənsōləbəl,inconsolable
stānəbilətē,stainability
käntᵊnentᵊlizəm,continentalism
səlektē,selectee
tämfülrē,tomfoolery
hāvər,haver
härbərmastər,harbormaster
ōvərbild,overbuild
embrēätəmē,embryotomy
gālaks,galax
shāvēanə,shaviana
pigmentəfāj,pigmentophage
hidnəm,hydnum
pōetikəl,poetical
fərvər,fervor
nītrīd,nitride
ōvərbid,overbid
fȯrgōiŋ,foregoing
küshēə,couxia
südōsēləmāt,pseudocoelomate
pōnərīn,ponerine
wərēsəm,worrisome
hafmün,halfmoon
kwȯrēmən,quarryman
ənətribyütəbəl,unattributable
shnekə,schnecke
flikəriŋ,flickering
gilē,gilly
swertā,suerte
rakēsenträn,rachycentron
fōtōkəndəktiv,photoconductive
tōmə,toma
difyüzər,diffuser
āzōnᵊl,azonal
snül,snool
səlīvəl,salival
yük,yeuk
aspekt,aspect
spōk,spoke
yünəfīd,unified
impäschər,imposture
skwīərärkəl,squirearchal
bisläbər,beslobber
mer,mare
snapish,snappish
mün,moon
praktikəbəl,practicable
dügäŋ,dugong
asēā,acier
vītelən,vitelline
batəriŋ,battering
färfecht,farfetched
bālfəl,baleful
haknē,hackney
nänfōtəgrafik,nonphotographic
skyübak,skewback
manəjirēəl,managerial
seshənz,sessions
inishəlīz,initialize
trim,trim
pülü,pulu
sərsənəs,circinus
pāhərā,pejerrey
irəgāt,irrigate
fȯrjiŋ,forging
kəmpīəl,compile
fēbəl,feeble
retrōfīər,retrofire
dinīəbəl,deniable
ridau̇t,redoubt
ənsüpərvīzd,unsupervised
īəlmən,isleman
rə̇səsətəbəl,resuscitable
pikwikēən,pickwickian
vitrəfakshən,vitrifaction
prifər,prefer
wer,weir
filē,filly
gātərdz,gatewards
färməsütikəl,pharmaceutical
sāfən,safen
təbānəd,tabanid
kärpəēn,carpaine
preshərīz,pressurize
ərigənəm,origanum
kwädrəplējik,quadriplegic
stäkij,stockage
vimənᵊl,viminal
disdān,disdain
benəfishəl,beneficial
blədshed,bloodshed
aktəs,actus
endiŋ,ending
sēwȯl,seawall
limpfōgranyəlōmə,lymphogranuloma
prōpishēāshən,propitiation
līthedəd,lightheaded
jādəd,jaded
pentəplȯid,pentaploid
lōlīgō,loligo
äkstər,oxter
rə̇fektərər,refectorer
bəkyələ,buccula
smäg,smog
säŋgī,songhai
skrin,scrin
hərbəsīd,herbicide
sentäs,centas
pərsᵊnt,perceant
fəsēələs,phaseolus
lilt,lilt
hwȯrf,wharf
flabərgast,flabbergast
spirhed,spearhead
dinər,dinner
erəgläsə,eriglossa
prəprīətrəs,proprietress
disjȯint,disjoint
valvyəlōtōm,valvulotome
gōldsinē,goldsinny
twiliŋ,twilling
livēdō,livedo
brəsk,brusque
kwinəkrēn,quinacrine
gətbəkət,gutbucket
imbrȯiəl,embroil
nüträn,neutron
disēt,deceit
endōnyu̇rēəm,endoneurium
limnimətər,limnimeter
hetərōkerēōsəs,heterokaryosis
inkənvərtəbəl,inconvertible
stēərən,stearin
hetəränəmē,heteronomy
nirvänə,nirvana
nōtətiv,notative
hwipkȯrd,whipcord
heksaŋkəs,hexanchus
lēvərōtətȯrē,levorotatory
spȯrtswu̇mən,sportswoman
thirēəmȯrf,theriomorph
bidāz,bedaze
fȯrij,forage
stȯrētelər,storyteller
shivəlrəs,chivalrous
jēōsīənts,geoscience
ən,an
kwädrənt,quadrant
yərïəlē,euryalae
kōtənyā,cotonier
bathēəl,bathyal
ernau̇,erenow
dipärtmənt,department
əkämədāshən,accommodation
weriŋ,wearing
ju̇ər,jure
standȯf,standoff
twelvmō,twelvemo
ämbrā,hombre
chəmē,chummy
süpərfärm,superfarm
kənsētəd,conceited
ōhālō,ohelo
filəsīd,filicide
sintrōp,syntrope
mantē,manty
blāz,blaze
plu̇rənēmə,pleuronema
münē,moony
disōsēāshən,dissociation
prüənesᵊnts,pruinescence
implȯzəbəl,implausible
āgläsə,aglossa
chə̇kärə,chikara
thərs,thyrse
näpīt,knopite
stinj,stinge
antēyünyən,antiunion
vīpərish,viperish
bōd,bode
dīnerik,dineric
kəhünə,kahuna
skabrəs,scabrous
kläzət,closet
jätər,jotter
lälēgag,lollygag
rēgres,regress
indishēə,indicia
trēskāp,treescape
nambē,namby
pən,pun
imōt,emote
prüdərē,prudery
skatərliŋ,scatterling
hījēn,hygiene
nänmagnetik,nonmagnetic
sherhōldər,shareholder
tərmītəfīl,termitophile
sēenə,sienna
hīpəgläsəl,hypoglossal
ȯbrēetə,aubrieta
sōtədēən,sotadean
mənilēālēz,moniliales
mīkrōȯrgənizəm,microorganism
fülhärdē,foolhardy
lōgäməkē,logomachy
brīdgrüm,bridegroom
grōshēən,grotian
kalēənasə,callianassa
liksivēəl,lixivial
trȯləbilətē,trawlability
parəkīnēzhēə,parakinesia
kəligrəfist,calligraphist
intäksikənt,intoxicant
krestiŋ,cresting
riklām,reclaim
pülrüm,poolroom
ənbikəmiŋ,unbecoming
spīənə̇d,spionid
shag,shag
irətāshən,irritation
lentᵊn,lenten
ikspäschəlāt,expostulate
nirsītəd,nearsighted
fēndish,fiendish
ägnēən,agnean
sȯftə,softa
ōvəl,oval
ərthwərk,earthwork
bīōsatᵊlīt,biosatellite
pətēnə,patina
kampē,campy
pinyōn,piñon
fyütrəlz,fewtrils
välyüm,volume
ēkwanəməs,equanimous
sīkərajik,psychorrhagic
shētfed,sheetfed
tambərēn,tambourine
grüpē,groupie
äksihīdrəjən,oxyhydrogen
bərajənāsēē,boraginaceae
hesthäjənəs,hesthogenous
sinənim,synonym
käləmberē,columbary
əsərt,assert
slikər,slicker
nängrigerēəs,nongregarious
impalpəbəl,impalpable
lampün,lampoon
əketədē,achetidae
rbə̇n,phorbin
bitrōth,betroth
implant,implant
frāzər,frazer
erflō,airflow
lyüḵ,leuch
tālpīp,tailpipe
mīshänt,muishond
hīātᵊl,hiatal
glāzᵊn,glazen
fərajənəs,farraginous
bətərfiŋgərd,butterfingered
glēsəm,gleesome
kōmətōs,comatose
bikəmiŋ,becoming
fāt,fete
kəntājən,contagion
miŋ,ming
antagənist,antagonist
bau̇zmən,bowsman
rēd,reid
vīātər,viator
äktet,octet
käpē,kopje
känjəŋktīvə,conjunctiva
tīmäkrəsē,timocracy
wet,wet
prōtēədə,proteida
əfrəntəd,affronted
äkstəŋ,oxtongue
tālbōn,tailbone
pātər,pater
kraklə̇s,crackless
läjər,lodger
krȯr,crore
arȯid,aroid
kämətᵊl,comital
prōpōdēālē,propodiale
rə̇bȯiz,reboise
məltīyüzər,multiuser
smȯlts,smaltz
plümēnə̇s,pluminess
pyütrəfakshən,putrefaction
dispənsāshən,dispensation
merēd,married
entəlōmə,entoloma
trüthlə̇s,truthless
pektənīt,pectinite
entərətōm,enterotome
klirwȯtər,clearwater
salvō,salvo
kävə,cava
yülätrəkāsēē,ulotrichaceae
yu̇rēdəspȯr,uredospore
nigōshēəbəl,negotiable
stend,stend
kyu̇rəbəl,curable
gaməlōtē,gamelote
täpwərk,topwork
nītrəfī,nitrify
brakt,bract
kərȯbərē,corroboree
imənazōl,iminazole
lȯyər,lawyer
ləknau̇,lucknow
mankwelər,manqueller
skalp,scalp
päntifəkalətē,pontificality
ȯdīəl,audile
winiŋ,winning
nändistrəktiv,nondestructive
delft,delft
pärsek,parsec
ridakt,redact
shād,shade
əndərpin,underpin
sün,soon
priseptiv,preceptive
adā,adai
injēnyəs,ingenious
alsestəs,alcestis
erkraftswu̇mən,aircraftswoman
dēkämpənsāshən,decompensation
kōnämənē,conominee
sizyu̇rə,caesura
drabəl,drabble
panəjirist,panegyrist
thriliŋ,thrilling
ōblēk,oblique
əndərku̇k,undercook
äbztyüpəfī,obstupefy
hēmōsīənən,hemocyanin
kämpləmentərēnə̇s,complimentariness
müv,move
trīənikədē,trionychidae
pänyərd,poniard
stīvər,stiver
ärchər,archer
dirānj,derange
äpərātər,operator
krōkēpər,crowkeeper
krānēätəmē,craniotomy
tranzshēlēə,tranzschelia
sə̇st,itacist
ilektrətīp,electrotype
münshīn,moonshine
prizmȯid,prismoid
diŋgəs,dingus
wau̇zər,wowser
ikīnȯid,echinoid
mītätik,mitotic
kädəsəl,codicil
lindər,linder
adhir,adhere
mistrēt,mistreat
lagərd,laggard
sterēətipikəl,stereotypical
pīgəstīləs,pygostylous
bärkər,barker
käpērīt,copyright
verēd,varied
ənäryə,anarya
bəkan,buccan
pätmən,potman
erōjel,aerogel
jəst,just
täkēn,takin
andräjənizəm,androgynism
dōdəkamərəs,dodecamerous
kəmyünəterēən,communitarian
pəlüshən,pollution
də̇kānᵊl,decanal
intərvərtəbrəl,intervertebral
mirēəmētər,myriameter
äntänt,entente
chəpȯl,chappaul
əndərlip,underlip
də̇laps,delapse
prəvintshēalətē,provinciality
agrōjēəläjikəl,agrogeological
bakyärd,backyard
bedfərdshir,bedfordshire
chiltē,chilte
plazmaləjən,plasmalogen
näktilēō,noctilio
tīdwā,tideway
nəzhinskē,nijinsky
ōvərnīs,overnice
pȯlinēən,paulinian
diveləpər,developer
sisȯid,cissoid
herē,harry
pasōvər,passover
dilüzhən,delusion
rend,rend
sindik,syndic
trəmp,trump
semətīz,semitize
ətōnmənt,atonement
flimp,flimp
lȯmākər,lawmaker
ērōhä,iroha
trants,transmake
ilaps,elapse
məjȯrətē,majority
pȯlfrē,palfrey
īsəprenələn,isoprenaline
əsträləjər,astrologer
ə̇fidrə̇d,ephydrid
rəsəl,rustle
nänfādiŋ,nonfading
galē,galley
əndīlütəd,undiluted
tām,tame
käntənüətē,continuity
intərlāər,interlayer
epəgənikthə̇s,epigonichthys
rivyü,revue
hēlēäfələs,heliophilous
gāətē,gaiety
prəpəlshən,propulsion
brant,brant
bedsōnēə,bedsonia
kēn,keen
məndivə̇gənt,mundivagant
padläk,padlock
dīəpensēāsēē,diapensiaceae
tetrəfyu̇ran,tetrahydrofuran
stälənizəm,stalinism
pazmō,pasmo
sklerēəd,sclereid
tärtēn,tartine
avədəvat,avadavat
nänts,nonce
snapdragən,snapdragon
büzhau̇nd,boozehound
shau̇ərhed,showerhead
sīənōfīsᵊn,cyanophycin
äntäjənē,ontogeny
mānər,mainour
ēgōsentrizəm,egocentrism
kalənägō,calinago
anthäləjist,anthologist
swizəl,swizzle
färmhand,farmhand
swithər,swither
bōtāgə,bottega
əvōdēə,evodia
ingrüp,ingroup
inkəmplēt,incomplete
sənləs,sunless
fenᵊlbyütəzōn,phenylbutazone
kȯrpərēətē,corporeity
səfər,suffer
kastālyən,castalian
stəbē,stubby
jakət,jacket
kaptən,captain
älərāshəs,oleraceous
trantsgres,transgress
zōizəm,zoism
hwītwu̇d,whitewood
vämət,vomit
drəu̇,drow
bärn,barn
wāstē,wasty
hēd,heed
thēizəm,theism
sensȯr,sensor
həvīkē,havaiki
fäthərlē,fatherly
antēpōetik,antipoetic
sīmərən,cymarin
webstər,webster
fir,fear
sīklōperəfən,cycloparaffin
fēdstäk,feedstock
nītrə̇l,nytril
mämənē,mammoni
takimətrē,tachymetry
wȯrmpth,warmth
nēətīp,neotype
əskarəsīd,ascaricide
bərdbrān,birdbrain
blīndfōld,blindfold
yüthən,youthen
inglüvēītəs,ingluviitis
mirzīt,miersite
kwagē,quaggy
ōvərflī,overfly
snikərsnē,snickersnee
sestərs,sesterce
mentȯrship,mentorship
mədᵊlhedəd,muddleheaded
chu̇ərd,apertured
vizəgäth,visigoth
lin,linn
nȯrthwestwərd,northwestward
änswēt,ensuite
flekshən,flexion
chikpē,chickpea
enkrīnᵊl,encrinal
matənā,matinee
ənkäntrəvərshəl,uncontroversial
dishər,disher
səbirəgāshən,subirrigation
invent,invent
pu̇tȯn,puton
astirēȯid,asterioid
sichələ,situla
brühä,bruja
əndimäntstrətiv,undemonstrative
hadrəsȯr,hadrosaur
kändrəfī,chondrify
lōəīəsəs,loaiasis
mänəkätəlēdᵊn,monocotyledon
indüs,induce
fəŋgāt,fungate
miksəspəridēə,myxosporidia
stachər,stature
tärt,tart
blizərd,blizzard
flərtāshəs,flirtatious
strepsisərəs,strepsiceros
blefərōplast,blepharoplast
kändräpəthē,osteochondropathy
sȯbək,sawbuck
intərvyüē,interviewee
fleriŋ,flaring
prōpiŋkwənt,propinquant
bikälm,becalm
päldāvē,poldavy
skatərgən,scattergun
yänə,yana
mislərn,mislearn
displā,display
askərē,askari
bladərwərt,bladderwort
zambēə,zambia
trīnᵊl,trinal
gəlēnə,galena
arətīn,arretine
tənebrēəs,tenebrious
əthentik,authentic
fandaŋgō,fandango
blübätᵊl,bluebottle
jezəbel,jezebel
rōmanətē,romanity
rap,wrap
rēmänətīz,remonetize
prəpiŋkwətē,propinquity
plazməkə̇n,plasmochin
flȯrklȯth,floorcloth
rēədapt,readapt
hwēl,wheal
fȯrsīt,foresight
zäŋherō,zanjero
kantred,cantred
jīrektəmē,gyrectomy
kampfəril,camphoryl
flȯrālēə,floralia
həmäl,hamal
mərikələs,maricolous
ətenyəwātəd,attenuated
bəkshē,bukshi
sentsər,censor
astrəfilīt,astrophyllite
trüth,truth
əjāsᵊntsē,adjacency
paspələm,paspalum
misȯrēəntāshən,misorientation
chēftən,chieftain
hwītlē,whitely
byütäksə̇l,butoxyl
vərnōnēə,vernonia
nērō,nero
sägəm,sagum
sītətōrē,citatory
karəwichə̇t,carriwitchet
zōəzanthelə,zooxanthella
hȯrdēən,hordein
kəntānərbȯrd,containerboard
kaltrəp,caltrop
stärstrək,starstruck
ambitē,ambitty
ōvərwərk,overwork
intərrāshəl,interracial
antthəm,anthem
kweschənerē,questionary
rivərsəl,reversal
flāklə̇s,flakeless
inspektər,inspector
antēfau̇liŋ,antifouling
fu̇lmən,fulmine
ȯläs,aulos
tīprīt,typewrite
mənȯikəs,monoicous
kəlādēəm,caladium
prōfāj,prophage
witᵊl,wittol
yəkə,yucca
rifekt,refect
bəz,buzz
skȯrbyütik,scorbutic
splə̇nēələs,spleneolus
däkhand,dockhand
āsefələn,acephalan
aləfatik,aliphatic
fə̇läsəfizəm,philosophism
palp,palp
frīəbəl,friable
gau̇lītər,gauleiter
fərtələzāshən,fertilization
filtrāshən,filtration
särtȯrēəl,sartorial
bifərd,befurred
wich,witch
barə̇t,barret
kəmplāsᵊnt,complacent
täksikōdendrän,toxicodendron
flit,flit
färsē,farcy
kärvəl,carvel
memnän,memnon
häləptəkīədē,holoptychiidae
thərō,thorough
ḵu̇pə,chuppah
fəndəmentᵊlē,fundamentally
gänəkōrə̇st,gonochorist
swīv,swive
dəpē,duppy
pichē,pitchy
dīabəlizəm,diabolism
hȯrskär,horsecar
ə̇nfəskāt,infuscate
hamstriŋ,hamstring
rilaps,relapse
fatᵊlē,fattily
kəlmən,culmen
mȯrfäjənē,morphogeny
trīəniks,trionyx
īərn,iron
kənanjēəm,canangium
spam,spam
asbestik,asbestic
rəmbəlē,rumbly
shīnē,shiny
dȯrstep,doorstep
parəsītəträpik,parasitotropic
apsidēōl,apsidiole
elə̇st,niellist
bōrəzän,borazon
nüzgrüp,newsgroup
pətän,pathan
läjikəl,logical
kyu̇rəsē,curacy
revəlüshənerē,revolutionary
disəvau̇,disavow
klēnər,cleaner
splendəd,splendid
patrəlinēəl,patrilineal
rēberēəl,reburial
däⁿsäⁿ,dansant
sensāshnəlīz,sensationalize
sēnshiftər,sceneshifter
kləmzē,clumsy
stafər,staffer
əstrinjənt,astringent
rakün,raccoon
fidᵊlstik,fiddlestick
salyətifərəs,salutiferous
pərsent,percent
lüd,lood
süzanə,susanna
təsəl,tussle
inkāj,encage
gavəl,gavel
hərəspeks,haruspex
ōvərprint,overprint
inishēāt,initiate
hed,head
ēdikt,edict
prōtēōs,proteose
mȯgər,maugre
kärsᵊnäləjə̇st,carcinologist
tərkē,turkey
pāntəbilətē,paintability
əsijələs,acidulous
jēōtektäləjē,geotectology
ilektrōd,electrode
entəpräktə,entoprocta
sikəm,sikkim
ditərjəntsē,detergency
pipərēn,piperine
klōshär,clochard
gildhȯl,guildhall
pelt,pelt
sinəpāt,sinapate
səbfəsk,subfusc
kalvishēēz,calvities
spirfish,spearfish
präməlgāt,promulgate
segrə̇gəbəl,segregable
galəsīz,gallicize
melənīt,melinite
lēdȯf,leadoff
məstələ̇d,mustelid
hwüsh,whoosh
kentēə,kentia
dəgdəg,dugdug
pənash,panache
hēməfībrīt,hemafibrite
aspərə̇t,asperate
trantsfīnīt,transfinite
züzerədē,zeuzeridae
lepədōt,lepidote
trend,trend
sərəsīt,cerussite
tälə,tala
mezəmir,mesomere
pīəlōnifrītəs,cystopyelonephritis
bōlt,bolt
vilənē,villainy
trakiŋ,tracking
kwinkwenēəm,quinquennium
nakər,knacker
jāwȯk,jaywalk
ärsōīt,arsoite
splaknȯid,splachnoid
defəmāshən,defamation
bəlimbē,bilimbi
hipälətē,hippolyte
krī,cry
dēkə,dika
tōpē,topee
jüglōn,juglone
respərātər,respirator
pȯrfəritik,porphyritic
smyü,smew
bau̇ndləs,boundless
ənatədē,anatidae
zȯrə̇l,zoril
məskmelən,muskmelon
dīəträpik,diatropic
spriŋwȯtər,springwater
lȯinklȯth,loincloth
saŋktəs,sanctus
kalpu̇lē,calpulli
prējəj,prejudge
wȯshē,washy
bītə̇s,bitis
sīfən,siphon
pat,pat
rənyən,ronyon
məshetē,machete
kənsərniŋ,concerning
efərvesᵊnts,effervescence
tidē,tydie
rap,rap
məstē,mustee
sōdik,sodic
stak,stack
əndərstreŋkth,understrength
sterȯid,steroid
släpwərk,slopwork
yərniŋ,yearning
prēnōtəfī,prenotify
məmpsəməs,mumpsimus
trīəmpf,triumph
kaləmändən,calamondin
hēməfilik,hemophilic
hwül,whewl
felən,fellen
indiskrimənātiŋ,indiscriminating
damnəs,damnous
hagrīd,hagride
pik,pick
filəprōjenətiv,philoprogenitive
ēthäs,ethos
sərkyüətē,circuity
hīpōferiŋks,hypopharynx
tȯrnaarēə,tornaria
reprizent,represent
grimēāsēē,grimmiaceae
ventrōlatərəl,ventrolateral
bəsȯlt,basalt
tərbō,turbo
antērashnəl,antirational
dīhīdräksēasətōn,dihydroxyacetone
petēfȯgər,pettifogger
klu̇ər,clour
indələnt,indolent
ənimplȯiəbəl,unemployable
kərb,curb
gastfəl,ghastful
mītəsizəm,mytacism
mänyəmentᵊl,monumental
tōst,toast
hidänik,hedonic
təranikəl,tyrannical
tīmləs,timeless
sərprīz,surprise
fōvēāshən,foveation
rōliŋ,rolling
tȯrik,tauric
wämbəl,wamble
plōsiv,plosive
injēnēäsətē,ingeniosity
planiŋ,planning
sivələzāshən,civilization
rev,rev
flajəlōtīt,flajolotite
hōləgraf,holograph
invenəm,envenom
sərkəmstants,circumstance
kaskə̇t,casquet
nəməfȯrm,nummiform
səbstətyütəd,monosubstituted
fishpänd,fishpond
wikəp,wickup
häjkin,hodgkin
sədirənt,sederunt
akrəfōbēə,acrophobia
midē,middy
nalȯrfēn,nalorphine
teträləjē,tetralogy
sterēōregyələr,stereoregular
bəu̇n,bown
fə̇lästəmīn,phyllostomine
prämpt,prompt
vəsüvēəs,vesuvius
trapēz,trapeze
glütəmāt,glutamate
səpəl,supple
mīnə,mynah
kändisendiŋ,condescending
tabyəlāt,tabulate
kənfyüt,confute
rejəstər,register
spelbau̇nd,spellbound
antēmädərn,antimodern
mət,mutt
wȯrlīk,warlike
səkər,succor
lapər,lapper
injendər,engender
melədīz,melodize
dīäthəlīt,dyothelite
swaŋk,swank
pəŋktilēō,punctilio
lithəglif,lithoglyph
ārithmēə,arrhythmia
brōmēn,bromine
krīm,crime
sevənər,sevener
smōkjak,smokejack
fau̇ntᵊnhed,fountainhead
nōzdīv,nosedive
səräpē,serape
rīm,rime
irlōb,earlobe
wəndərfəl,wonderful
